id,longitude,latitude,street
1451,17.9186809,52.4127967,Stoughton
1452,18.8290392,50.8598323,Everett
1453,7.0552218,13.5655838,Scott
1454,1.206057,47.6632745,Little Fleur
1455,32.9184086,34.6919356,Schurz
1456,21.9038087,50.6417502,Esker
1457,104.4490398,17.0740883,Badeau
1458,-8.7316491,39.7034754,Declaration
1459,95.5066242,18.4931618,Bluejay
1460,-25.3237615,37.8513562,Drewry
1461,89.3833329,26.966667,David
1462,21.07778,42.10333,1st
1463,99.850365,26.312444,Golf View
1464,107.159835,27.420628,Golf View
1465,31.3849652,46.8584087,Eastwood
1466,17.3224082,49.6498731,Westend
1467,118.663681,31.922974,Division
1468,-60.7032578,-32.9508446,Moose
1469,113.921327,-0.789275,Claremont
1470,-96.6565439,19.3624962,Kedzie
1471,39.0644305,55.3700696,Troy
1472,126.8308848,37.3218778,Meadow Vale
1473,39.1803741,6.9791945,Huxley
1474,117.157183,37.309045,Anhalt
1475,100.550945,25.48385,Monica
1476,-71.7889374,19.1641495,Fair Oaks
1477,30.7319718,46.4799835,Derek
1478,46.8429953,40.5851643,Oxford
1479,35.180832,32.085094,Upham
1480,112.7405377,-7.3161209,Hoffman
1481,-2.0882566,47.6519866,Glacier Hill
1482,4.8461786,52.0825062,Monterey
1483,-87.8255014,42.7333428,Goodland
1484,19.8833333,40.9166667,Corry
1485,37.6462922,55.76303,Dawn
1486,-9.1062978,38.8403484,Knutson
1487,117.377384,28.537167,Waxwing
1488,5.2527741,13.7946714,Rutledge
1489,32.4076765,48.7974097,Welch
1490,-83.5629746,41.6775685,Carpenter
1491,120.133523,32.584368,Esker
1492,-45.9795138,-20.0170955,Tennessee
1493,-72.7141496,19.9276075,John Wall
1494,114.728689,31.154122,Jana
1495,17.398111,44.1440673,Fulton
1496,111.326555,35.295007,Summer Ridge
1497,48.4631098,34.0375944,Buena Vista
1498,16.88967,54.24052,Lunder
1499,117.245497,28.292519,Oak
1500,22.2939742,54.0481202,Boyd
1501,-46.8337604,-23.2074329,Pawling
1502,7.0848063,4.7406191,Myrtle
1503,-58.7226377,-34.4765431,Old Gate
1504,114.894843,30.39194,Eggendart
1505,108.2318208,-6.9401027,Golf View
1506,109.768451,25.130594,Bonner
1507,11.9551054,57.7050333,Dottie
1508,13.6968992,45.3836941,Eagle Crest
1509,25.5701022,48.5264861,Lillian
1510,22.4952072,65.855827,American
1511,-47.7352517,-21.3407385,Esch
1512,119.382381,31.717564,Spenser
1513,35.81084,32.99941,Ronald Regan
1514,-80.1596041,-0.8406658,Grim
1515,37.4219388,55.8024235,Magdeline
1516,-97.2983363,37.7162538,Schmedeman
1517,124.1518808,9.6037331,Farwell
1518,-84.2494229,42.1142239,Manitowish
1519,119.7889248,29.1416432,Ludington
1520,-89.3904407,14.8215286,Stoughton
1521,16.9280562,49.9396574,Columbus
1522,114.033953,22.44668,Hanson
1523,125.0897383,6.2368262,Sunbrook
1524,-79.804459,9.3450522,Schiller
1525,-82.0243657,22.8429803,Bunker Hill
1526,109.5235215,24.3653152,Bellgrove
1527,-8.197896,41.150307,Arizona
1528,18.546063,57.6413494,Monument
1529,-90.761712,14.525936,Killdeer
1530,120.897694,29.987298,Old Shore
1531,122.672945,14.152911,Nelson
1532,-157.86,21.31,Melrose
1533,16.5231662,52.8517028,Monterey
1534,113.8547735,22.7100789,Schurz
1535,16.2365127,46.6079153,Lukken
1536,107.701307,25.763034,Sheridan
1537,-38.4429274,-3.9997372,Kinsman
1538,61.4273838,54.8681775,Park Meadow
1539,50.1567556,53.5087757,Ronald Regan
1540,23.2352639,38.6226736,Algoma
1541,77.37263,39.816173,Monica
1542,112.36902,25.587519,Katie
1543,-8.6218634,40.0604197,Butternut
1544,121.331694,31.238854,Killdeer
1545,18.9565781,51.8964003,Marquette
1546,110.552977,21.938596,Hooker
1547,10.1941399,9.7031412,Graedel
1548,-78.0699576,-7.5739492,Kim
1549,6.4903141,12.8776754,Grayhawk
1550,121.1551767,14.2116743,Blue Bill Park
1551,58.2890043,35.2531076,Anniversary
1552,-46.914966,-22.6053393,Coolidge
1553,-2.114613,53.455203,Macpherson
1554,122.207215,29.985295,Melvin
1555,44.1992229,40.894048,Monterey
1556,37.6047016,55.7570915,Merry
1557,113.1122067,23.0327274,Debs
1558,-76.661598,-11.24674,Basil
1559,29.8439109,-30.031249,Melody
1560,-8.5846629,40.2252364,Clove
1561,23.78729,38.12723,Independence
1562,88.880492,29.270311,Carioca
1563,113.8153425,-7.9438473,Holmberg
1564,22.55812,62.1331515,Debra
1565,135.7636857,34.4516463,Bartillon
1566,123.5982956,13.0730815,3rd
1567,41.1512,45.0098,Porter
1568,133.75,34.275,Shasta
1569,39.7408362,52.0391192,Oneill
1570,102.1089679,21.6818943,Sutteridge
1571,39.5359498,47.2320539,Cottonwood
1572,-75.5655147,-11.3442564,Maywood
1573,-75.687434,4.392095,Mayer
1574,119.729415,29.162252,Tomscot
1575,-70.291748,19.343904,Linden
1576,-71.7711448,-17.0918434,Texas
1577,108.767747,28.841244,Morningstar
1578,-84.5484275,39.1674274,Hoepker
1579,44.5057388,-12.2446158,Sunfield
1580,2.2186743,48.7057309,Hazelcrest
1581,-8.9107106,39.7383486,Northridge
1582,100.5219418,13.9210992,Sunnyside
1583,23.7464528,37.9525906,Marcy
1584,95.0702794,21.3394161,Clarendon
1585,112.7077638,-7.340531,Morningstar
1586,116.079637,28.373163,Ramsey
1587,74.2728564,32.4289299,Roxbury
1588,117.111713,39.1945956,Lunder
1589,69.1581192,37.1228583,Heath
1590,11.43299,6.45843,Memorial
1591,85.908397,52.020802,Dunning
1592,35.3879453,53.1212988,Pennsylvania
1593,106.6939376,-7.0351794,Raven
1594,113.5282081,-7.1274078,Cardinal
1595,138.3591194,37.1518793,Shoshone
1596,-36.2196853,-10.0519585,School
1597,101.6858965,2.921263,Corry
1598,107.6363296,-6.8063294,New Castle
1599,108.650157,30.86006,Algoma
1600,12.5736491,55.6735436,Thackeray
1601,13.6652162,9.0580598,Bunting
1602,24.5743709,54.2125609,Lotheville
1603,109.752583,18.400092,Myrtle
1604,-56.3530514,-24.8472072,Stuart
1605,124.8830509,8.3793172,Rigney
1606,113.7365072,-7.9903162,Debra
1607,21.46318,52.2081565,Raven
1608,44.5139052,48.7078478,Crownhardt
1609,111.9856,-8.0146,Upham
1610,117.3028803,-8.9670697,North
1611,111.1384418,-6.7836529,Gulseth
1612,112.711668,-7.2694279,Butternut
1613,13.4263048,57.8644157,Killdeer
1614,108.4064,-7.7431,Golf View
1615,139.9177739,38.7683879,Old Shore
1616,-0.4408037,5.5300711,Ryan
1617,123.1090142,11.425041,Sugar
1618,112.5781478,-8.2247589,Banding
1619,31.1848307,30.4659929,Stephen
1620,37.8396622,44.7199081,Forest Run
1621,89.939332,43.897258,Ramsey
1622,108.0865424,-7.4903037,Barby
1623,111.962127,39.325788,American
1624,-170.6923312,-14.2795685,Tomscot
1625,21.959222,49.896245,Beilfuss
1626,121.0298199,14.5672317,5th
1627,102.990108,32.061895,Roth
1628,30.3954982,59.7959318,Sutteridge
1629,-84.0943743,9.8586845,Havey
1630,117.025537,39.478747,Columbus
1631,-8.2215941,53.0917381,Paget
1632,-39.297682,-7.22698,Dixon
1633,35.38711,32.23647,Northfield
1634,112.132488,34.728584,Corben
1635,-72.6833,-38.25,Southridge
1636,26.7290062,58.3776252,Randy
1637,113.217268,22.149009,Orin
1638,120.5350021,16.9894215,Farwell
1639,110.0181673,-7.8003628,Emmet
1640,27.993441,8.303998,Kensington
1641,100.6685901,14.3618606,Elgar
1642,37.626119,55.813957,Superior
1643,23.7851957,38.0222208,Crownhardt
1644,-9.2807646,39.2380562,Fallview
1645,26.1999237,60.6191114,Sycamore
1646,30.8139165,30.8254669,Loeprich
1647,108.6472527,-7.0773806,Morningstar
1648,118.7780987,-8.5314465,Ryan
1649,3.8502617,9.0866702,Marquette
1650,29.9899512,-3.9257199,Holmberg
1651,14.1266322,58.7075528,Hauk
1652,136.9552596,35.1973352,Kinsman
1653,139.5476397,35.6553472,Homewood
1654,2.233089,48.892701,Lawn
1655,5.9670927,49.7002226,Redwing
1656,10.4024274,63.4400274,Service
1657,10.7792426,59.9135958,Forster
1658,-47.4098328,-23.8139412,Milwaukee
1659,37.2597576,10.6794457,Bonner
1660,120.6541966,15.1422858,Cascade
1661,7.3507066,47.7489727,Bunker Hill
1662,13.393389,9.3226016,Kings
1663,-56.7075141,-34.3486042,Grover
1664,38.1642604,54.8843032,Logan
1665,113.39277,22.517585,Springs
1666,4.5805038,44.7016194,High Crossing
1667,133.0604733,33.9352916,Elgar
1668,96.884193,4.449797,Walton
1669,103.498609,34.675197,Fairview
1670,36.39359,35.36674,Randy
1671,118.180193,39.630867,Bunker Hill
1672,117.062372,27.758574,Coolidge
1673,-58.5017947,-34.6637851,Hermina
1674,123.9321966,9.9152376,Goodland
1675,108.7927679,-6.8843479,Memorial
1676,-75.761865,4.625907,Cambridge
1677,22.509917,49.8970603,American Ash
1678,-49.8197149,-22.2220229,Nancy
1679,21.6602532,63.0709556,Eagan
1680,0.7237613,45.1800316,Rigney
1681,107.4492746,-6.9662696,Express
1682,110.836537,30.60215,Meadow Vale
1683,111.877499,29.60548,Meadow Vale
1684,99.8571416,12.3958358,Canary
1685,-95.5485295,29.8743418,Towne
1686,-1.9930466,5.301832,Banding
1687,30.3464333,-2.8409385,Helena
1688,9.4144962,4.2904513,Rigney
1689,-15.412011,13.533238,Express
1690,106.8945456,-6.712398,Fairfield
1691,100.4846227,15.670299,Chive
1692,124.7681779,48.635763,Weeping Birch
1693,18.693916,45.3612879,Roxbury
1694,116.0561632,-8.351844,Michigan
1695,174.6774579,-36.881315,Ruskin
1696,-65.5108761,45.7236192,Mcguire
1697,14.2774242,49.6046109,Oakridge
1698,113.2996685,23.0668254,East
1699,139.0817124,-3.1703446,Ramsey
1700,-9.1194989,38.7908786,Debra
1701,5.8915635,52.5577627,Kennedy
1702,91.7678144,48.1735752,Erie
1703,25.9294198,43.8047536,Summerview
1704,-72.814792,6.343847,Grasskamp
1705,-86.6220546,13.3406743,Eastwood
1706,116.0761121,5.9840985,Vahlen
1707,-116.03538,50.51666,John Wall
1708,103.262152,36.733165,Elgar
1709,113.676055,28.338821,Ronald Regan
1710,99.8333333,26,Lighthouse Bay
1711,16.2620907,49.5474598,Sheridan
1712,18.9379685,52.9468825,Charing Cross
1713,110.482084,29.046809,Coleman
1714,-1.7937455,53.7832102,Quincy
1715,-79.8688837,22.6142911,Fairfield
1716,115.600976,33.226552,Randy
1717,-67.4985857,-16.8740315,Main
1718,45.7420648,43.1227567,Gulseth
1719,69.0165511,38.560256,Dixon
1720,48.5236711,55.8697739,Dryden
1721,16.6204644,43.7563619,Armistice
1722,97.801697,24.191374,Macpherson
1723,24.4054988,53.2833165,Pearson
1724,25.0792189,31.7579946,Kings
1725,107.237743,34.363184,Sheridan
1726,9.1954432,4.0224656,Jay
1727,107.905287,-7.2042488,Mayer
1728,113.87497,22.99732,La Follette
1729,-60.6869017,-32.9057716,Bartillon
1730,110.455332,21.244721,Armistice
1731,25.9053209,43.7979981,Leroy
1732,105.287612,29.339476,Calypso
1733,-9.1396466,38.6015735,Meadow Valley
1734,1.5693759,42.7981285,Pennsylvania
1735,-70.6954668,-16.8093546,Packers
1736,15.6649285,49.9470702,Kings
1737,-7.6302454,40.7003439,Sycamore
1738,2.2582125,48.8466523,Ridgeway
1739,-91.6941845,14.9326574,Thierer
1740,15.9105476,49.9594627,Acker
1741,-74.966667,-14.05,Laurel
1742,-12.4351923,8.1620514,Northridge
1743,86.1268949,55.3440711,Sutherland
1744,27.8863851,-33.0320432,Aberg
1745,-8.2760021,40.9937134,Russell
1746,-0.4601725,46.280212,Birchwood
1747,-36.6525696,-10.5224941,Glacier Hill
1748,113.2539198,23.175746,Superior
1749,10.67397,35.70915,Washington
1750,113.7632828,23.3790333,Village Green
1751,74.6291131,35.6868993,8th
1752,120.765351,14.31865,Elmside
1753,125.70083,6.14444,Novick
1754,14.2337805,-6.2694214,Monterey
1755,21.7678951,39.5557317,Annamark
1756,113.956275,25.704535,Orin
1757,116.555397,24.202112,Macpherson
1758,121.74074,17.35189,Monument
1759,30.1084033,-0.264241,Schmedeman
1760,105.8736936,20.1564917,Fieldstone
1761,-80.2711588,22.332599,Chive
1762,115.393687,26.508568,Badeau
1763,44.633383,40.2715286,Bluejay
1764,-0.922509,52.683916,Granby
1765,112.16519,21.826957,Mayfield
1766,2.3081396,49.8905368,Delaware
1767,121.137,-8.7733,Eastlawn
1768,-88.1962133,17.5045661,Meadow Vale
1769,31.4465327,49.2917766,Gateway
1770,-8.3815652,41.226934,Debs
1771,-116.80238,54.40007,Lindbergh
1772,112.453708,39.796583,Susan
1773,-8.6474423,41.5688939,Kinsman
1774,120.16366,33.347316,Havey
1775,-67.7134201,-37.7758475,Manley
1776,125.7869157,8.3910287,Washington
1777,123.236944,41.267244,Bellgrove
1778,122.838826,45.619588,Hazelcrest
1779,-58.4809081,-34.6492768,Columbus
1780,116.40605,39.900314,Londonderry
1781,116.337624,39.927987,Russell
1782,36.9433591,-0.4277809,Anderson
1783,17.9570059,59.2832062,Northview
1784,17.0877754,44.2837305,Blaine
1785,123.1606556,13.6261714,Michigan
1786,114.09199,71.96347,Oak
1787,-82.5889012,28.0003221,Schlimgen
1788,112.253935,38.677426,Fieldstone
1789,-72.9768148,45.2865242,Barnett
1790,-39.6930912,-17.8938032,Hauk
1791,18.8133859,52.856485,Hoard
1792,133.9508311,34.2872962,American
1793,171.3805,7.08931,Golf
1794,114.890194,32.979258,4th
1795,35.263935,32.033607,Basil
1796,113.576677,22.270978,Rockefeller
1797,17.0829438,58.6840661,Weeping Birch
1798,140.4069331,36.905485,New Castle
1799,127.60654,44.906512,High Crossing
1800,7.1492431,43.6777677,Independence
1801,144.7651497,13.4767279,Sloan
1802,10.2247836,50.3331127,Coolidge
1803,113.4891,-6.8989,Northridge
1804,-47.1947232,-23.5297232,Barnett
1805,4.8827921,52.3612714,Hallows
1806,109.471802,-6.97632,Bunting
1807,9.660661,7.906903,Blackbird
1808,-113.9428983,49.495739,Bluejay
1809,37.6912329,54.194145,Sherman
1810,87.2120599,27.392669,Stone Corner
1811,5.8978018,43.4945737,Prairie Rose
1812,33.1492106,0.4263679,Buhler
1813,114.498761,37.444498,Fairview
1814,61.7593478,56.7423811,Lunder
1815,121.7587348,16.9334683,Chinook
1816,26.1741559,61.2318649,School
1817,115.6141801,-8.4105413,Eagle Crest
1818,106.8974964,-6.5092532,Eagan
1819,100.611156,13.60864,Buhler
1820,109.3781809,34.0506434,Butternut
1821,28.8716267,46.9962539,Hanover
1822,2.7425682,50.2837307,Meadow Ridge
1823,121.3216161,14.0042175,Sullivan
1824,106.614063,38.645085,Eagan
1825,-55.2590707,-25.4302418,Meadow Ridge
1826,103.064018,31.421061,Declaration
1827,5.970378,47.304702,Thackeray
1828,123.345085,7.516342,Warner
1829,-0.2717072,48.3606958,Hollow Ridge
1830,10.8620804,36.5806067,Talisman
1831,112.0178286,-7.8480156,Eagan
1832,123.696241,40.188816,Cardinal
1833,-74.2349232,5.1964397,Monument
1834,26.0063137,53.3269782,Pepper Wood
1835,20.5122334,50.0055345,Crowley
1836,25.491651,57.4749779,Sommers
1837,111.244529,21.955472,Clyde Gallagher
1838,15.0797515,50.9213963,Loomis
1839,64.5266446,34.016449,Di Loreto
1840,15.1782064,50.1267742,Kedzie
1841,113.3547602,23.2654395,Monterey
1842,35.25662,31.67361,Canary
1843,126.4510829,44.441584,Arapahoe
1844,147.3271949,-42.8821377,Arizona
1845,114.443848,38.284947,Pepper Wood
1846,127.7111415,26.2174802,Acker
1847,102.521807,35.202503,Lien
1848,-84.2184331,10.0165314,Independence
1849,30.8190797,-27.4249796,Cordelia
1850,104.627636,30.128901,Eagle Crest
1851,25.7096503,48.655181,High Crossing
1852,-70.7490939,18.9120012,Sachtjen
1853,15.7292196,60.3641945,Superior
1854,-123.53785,48.382005,Dovetail
1855,118.627917,35.79045,Miller
1856,17.1196937,51.7597721,Coleman
1857,56.2866875,57.863214,Russell
1858,139.007103,37.2516991,Cherokee
1859,-77.2864879,3.2572094,Crescent Oaks
1860,122.7778598,10.0037408,Blue Bill Park
1861,121.467218,31.23285,Hayes
1862,115.910958,29.784315,Hovde
1863,100.23509,26.634672,La Follette
1864,-71.4655565,-16.4544375,Summerview
1865,73.8854331,32.5741487,Stoughton
1866,140.3212196,35.9581394,Riverside
1867,121.7252457,-8.8056791,Monterey
1868,120.4558185,17.8625501,Eliot
1869,118.6557911,-8.5693726,Mendota
1870,100.1255164,16.4306671,Hansons
1871,122.2001457,-8.6436471,Michigan
1872,-74.5838514,46.1223915,Forster
1873,114.938684,24.44218,Bonner
1874,20.2863213,45.7653181,Old Gate
1875,4.7270746,52.6435136,Fair Oaks
1876,41.734917,42.6259555,Prentice
1877,121.5557719,29.8667325,American
1878,-60.216667,-26.883247,Westerfield
1879,41.1023814,9.2185369,Fremont
1880,19.491356,40.4660668,Mariners Cove
1881,-9.3430272,38.8107633,Holy Cross
1882,-70.5072599,18.5459909,Elgar
1883,71.3979891,42.8983715,Anthes
1884,138.1339233,37.0897128,Dakota
1885,-90.4751359,14.2233899,Brown
1886,15.93648,51.2732,Karstens
1887,106.7883416,-6.162275,Sunfield
1888,10.0383761,53.6447228,Sommers
1889,121.9944005,10.4373128,Ohio
1890,57.7034222,-20.4059505,Alpine
1891,61.7405126,52.4397976,Tennessee
1892,116.5558524,39.8184959,Gateway
1893,103.5089907,0.0090686,Reinke
1894,122.0752224,12.3290115,Eliot
1895,73.434227,0.7573413,Almo
1896,-105.937799,35.6869752,4th
1897,109.9081382,-7.7308816,Scofield
1898,103.7983752,1.5484759,Schmedeman
1899,124.3310364,-9.8627946,Cody
1900,111.9075351,-7.3328576,Straubel
1901,120.997332,28.229271,Annamark
1902,49.36706,-17.3256545,Rieder
1903,119.797634,32.23483,Kenwood
1904,106.6281901,10.7900517,Orin
1905,124.925696,6.444345,Karstens
1906,-68.51449,63.75059,Monterey
1907,31.3579913,30.2182236,Maywood
1908,123.4719247,9.5920992,David
1909,6.3760602,45.6629694,Park Meadow
1910,17.5644335,43.0172612,Hooker
1911,21.13909,54.16967,Sullivan
1912,-52.5425318,-27.7929655,Sycamore
1913,98.8938543,18.6243144,Fair Oaks
1914,119.4744572,-5.096602,Spenser
1915,114.503413,31.689906,Charing Cross
1916,-45.2325476,-21.2335652,Orin
1917,123.2814017,-8.3120496,Melby
1918,103.5899733,16.0501738,Warner
1919,114.984292,30.181201,Briar Crest
1920,1.9452714,43.275207,7th
1921,115.2624,-6.8527,Tennessee
1922,51.4322706,35.7952267,Lien
1923,-46.4617086,-23.668163,Eagan
1924,122.018799,47.233746,Bashford
1925,104.874073,29.272581,Arizona
1926,118.6422409,24.9372186,Coleman
1927,114.908822,38.174362,Lunder
1928,-112.8149467,49.6619465,Arizona
1929,69.31278,33.15806,Stone Corner
1930,140.276147,-6.080007,Forest Run
1931,101.1064003,4.6096768,Anhalt
1932,62.3682506,37.2944409,Mayfield
1933,108.5465973,-6.9948481,Derek
1934,29.7999327,48.9965372,Ramsey
1935,122.9978,10.151,Tennessee
1936,35.369953,32.321086,Sugar
1937,-77.360077,-8.536156,Brickson Park
1938,-77.038116,-12.066752,American Ash
1939,15.8527032,50.0665053,Truax
1940,104.857063,26.5836,Hoffman
1941,111.6958831,-6.8208827,Emmet
1942,124.005,11.1619,Dapin
1943,-75.2245693,4.5120691,South
1944,130.0402377,33.4484729,Elmside
1945,108.960747,34.26645,Pond
1946,18.0899315,59.334679,Bashford
1947,44.1783042,40.03553,Elka
1948,-40.7357215,-20.8420055,Schlimgen
1949,18.828601,50.8667699,2nd
1950,19.705595,41.6412644,Anthes
1951,114.0486176,22.7843398,Spaight
1952,121.5954324,16.7011823,Dayton
1953,99.670448,36.334307,Mitchell
1954,36.8219462,-1.2920659,Mandrake
1955,24.5137742,37.1426639,Grasskamp
1956,-70.5263459,19.3947363,Graceland
1957,112.9513185,28.2412186,Mifflin
1958,116.4073963,39.9041999,Service
1959,107.69503,23.17446,Marcy
1960,133.6919231,35.492876,Almo
1961,-56.0500846,-34.858821,Oakridge
1962,-1.5411258,47.2014677,Di Loreto
1963,-75.1716066,-14.0932177,Victoria
1964,-34.9313665,-7.1562056,Hansons
1965,12.4495221,9.2485489,Mallard
1966,99.8001946,28.9301227,Hintze
1967,-81.734942,26.8844636,Lunder
1968,110.73404,29.673196,Pond
1969,-70.7169851,-34.1691251,Superior
1970,100.812859,38.430793,Cascade
1971,20.6327686,49.564452,Carey
1972,106.0463837,-6.669221,Susan
1973,125.6239227,7.5273576,Oakridge
1974,22.7120308,37.6883607,Village Green
1975,-106.4852997,31.7566264,Sloan
1976,121.0220037,14.5338735,Boyd
1977,122.0389128,11.7367016,Thackeray
1978,-71.0913748,-34.4349435,Dawn
1979,-87.6556468,13.622392,Westerfield
1980,139.8738552,39.0483943,Carey
1981,114.406305,37.870792,Springs
1982,98.5089455,3.6196125,Mosinee
1983,-8.9534587,39.3442902,Valley Edge
1984,-87.6876112,38.0515795,Green
1985,115.217658,37.943121,Shoshone
1986,124.1255,-9.9544,Schmedeman
1987,18.9418196,44.1799774,Crescent Oaks
1988,-58.3787726,-34.6381227,Debs
1989,-72.3370089,-39.6415998,Grayhawk
1990,8.539144,7.7321516,Bobwhite
1991,14.0095887,49.6933676,Atwood
1992,36.8458837,-1.2816645,Northport
1993,17.1790537,52.32659,Ridgeview
1994,37.2249417,54.9790861,Red Cloud
1995,4.3051542,7.9045188,Mandrake
1996,7.4839022,47.6329545,Rigney
1997,110.198286,20.044412,Carey
1998,114.382611,38.036815,Dawn
1999,-98.9341937,19.3004022,Eastlawn
2000,-75.483979,3.723827,Buhler
